lr-Adam,step,train/loss,epoch,val/loss,val/CER,val/IER,val/DER,val/SER,train/CER,train/IER,train/DER,train/SER
,10999,2.012516975402832,14,,,,,,,,,
,11049,2.0913074016571045,14,,,,,,,,,
,11099,2.2899131774902344,14,,,,,,,,,
,11149,1.9461649656295776,14,,,,,,,,,
,11159,,14,1.7554562091827393,48.88315963745117,29.56477165222168,1.0218653678894043,18.29652214050293,,,,
,11159,,14,,,,,,58.3840217590332,39.00176239013672,0.9212608933448792,18.46099853515625
0.0009968592488416746,11160,,,,,,,,,,,
,11199,1.8522164821624756,15,,,,,,,,,
,11249,1.9525059461593628,15,,,,,,,,,
,11299,2.205615997314453,15,,,,,,,,,
,11349,2.144320487976074,15,,,,,,,,,
,11399,1.9713667631149292,15,,,,,,,,,
,11449,1.980258822441101,15,,,,,,,,,
,11499,1.9001771211624146,15,,,,,,,,,
,11549,2.0167205333709717,15,,,,,,,,,
,11599,2.0010385513305664,15,,,,,,,,,
,11649,2.0920591354370117,15,,,,,,,,,
,11699,1.9597562551498413,15,,,,,,,,,
,11749,2.1303727626800537,15,,,,,,,,,
,11799,1.770418643951416,15,,,,,,,,,
,11849,2.010880947113037,15,,,,,,,,,
,11899,2.15000581741333,15,,,,,,,,,
,11903,,15,1.761959433555603,46.23213195800781,23.122997283935547,1.9563801288604736,21.152753829956055,,,,
,11903,,15,,,,,,56.05720138549805,35.73629379272461,1.0689465999603271,19.251962661743164
0.0009954794060030834,11904,,,,,,,,,,,
,11949,1.849694013595581,16,,,,,,,,,
,11999,1.8369985818862915,16,,,,,,,,,
,12049,2.0454330444335938,16,,,,,,,,,
,12099,2.0472798347473145,16,,,,,,,,,
,12149,1.9981176853179932,16,,,,,,,,,
,12199,1.800853967666626,16,,,,,,,,,
,12249,1.938140869140625,16,,,,,,,,,
,12299,2.467132091522217,16,,,,,,,,,
,12349,1.9086332321166992,16,,,,,,,,,
,12399,1.8998298645019531,16,,,,,,,,,
,12449,1.9372811317443848,16,,,,,,,,,
,12499,2.0668158531188965,16,,,,,,,,,
,12549,1.7217427492141724,16,,,,,,,,,
,12599,1.8687018156051636,16,,,,,,,,,
,12647,,16,1.699197769165039,47.13198471069336,28.969953536987305,1.0301845073699951,17.13184356689453,,,,
,12647,,16,,,,,,54.8812255859375,34.431331634521484,1.1028310060501099,19.347064971923828
0.0009938503261272714,12648,,,,,,,,,,,
,12649,2.1504299640655518,17,,,,,,,,,
,12699,1.9763195514678955,17,,,,,,,,,
,12749,1.5846960544586182,17,,,,,,,,,
,12799,1.9725204706192017,17,,,,,,,,,
,12849,1.9974815845489502,17,,,,,,,,,
,12899,1.9166996479034424,17,,,,,,,,,
,12949,2.2403757572174072,17,,,,,,,,,
,12999,2.0553717613220215,17,,,,,,,,,
,13049,2.365597724914551,17,,,,,,,,,
,13099,2.060957431793213,17,,,,,,,,,
,13149,1.952006220817566,17,,,,,,,,,
,13199,1.6562080383300781,17,,,,,,,,,
,13249,1.9098533391952515,17,,,,,,,,,
,13299,1.9070394039154053,17,,,,,,,,,
,13349,1.904341459274292,17,,,,,,,,,
,13391,,17,1.6570031642913818,44.30348205566406,22.374277114868164,1.9314227104187012,19.99778175354004,,,,
,13391,,17,,,,,,53.370643615722656,32.94700241088867,1.1670469045639038,19.256595611572266
0.0009919728295050155,13392,,,,,,,,,,,
,13399,1.6757051944732666,18,,,,,,,,,
,13449,1.8244647979736328,18,,,,,,,,,
,13499,2.1097140312194824,18,,,,,,,,,
,13549,2.1860053539276123,18,,,,,,,,,
,13599,1.9337629079818726,18,,,,,,,,,
,13649,1.883562684059143,18,,,,,,,,,
,13699,2.185776948928833,18,,,,,,,,,
,13749,1.8084135055541992,18,,,,,,,,,
,13799,1.8654327392578125,18,,,,,,,,,
,13849,2.210041046142578,18,,,,,,,,,
,13899,1.9908493757247925,18,,,,,,,,,
,13949,1.8021293878555298,18,,,,,,,,,
,13999,1.9550323486328125,18,,,,,,,,,
,14049,1.9643046855926514,18,,,,,,,,,
,14099,1.7642240524291992,18,,,,,,,,,
,14135,,18,1.6309752464294434,44.766578674316406,24.58161735534668,1.5057610273361206,18.679201126098633,,,,
,14135,,18,,,,,,52.15545654296875,31.746379852294922,1.2015767097473145,19.207500457763672
0.0009898478615124062,14136,,,,,,,,,,,
,14149,1.7181127071380615,19,,,,,,,,,
,14199,1.890878677368164,19,,,,,,,,,
,14249,2.0804247856140137,19,,,,,,,,,
,14299,1.9036113023757935,19,,,,,,,,,
,14349,1.7919598817825317,19,,,,,,,,,
,14399,1.9193791151046753,19,,,,,,,,,
,14449,1.7723376750946045,19,,,,,,,,,
,14499,1.8384768962860107,19,,,,,,,,,
,14549,1.782196283340454,19,,,,,,,,,
,14599,1.8924288749694824,19,,,,,,,,,
,14649,1.7480621337890625,19,,,,,,,,,
,14699,1.807083010673523,19,,,,,,,,,
,14749,1.7649707794189453,19,,,,,,,,,
,14799,2.0610764026641846,19,,,,,,,,,
,14849,1.78456449508667,19,,,,,,,,,
,14879,,19,1.609908938407898,44.17314910888672,25.45235252380371,1.3698819875717163,17.350914001464844,,,,
,14879,,19,,,,,,51.467918395996094,31.171661376953125,1.2879146337509155,19.008344650268555
0.000987476492134821,14880,,,,,,,,,,,
,14899,1.6690995693206787,20,,,,,,,,,
,14949,1.5318260192871094,20,,,,,,,,,
,14999,1.945488691329956,20,,,,,,,,,
,15049,1.9157136678695679,20,,,,,,,,,
,15099,1.8038992881774902,20,,,,,,,,,
,15149,1.8264518976211548,20,,,,,,,,,
,15199,1.7522705793380737,20,,,,,,,,,
,15249,1.782926082611084,20,,,,,,,,,
,15299,1.760511040687561,20,,,,,,,,,
,15349,1.8526113033294678,20,,,,,,,,,
,15399,1.9297358989715576,20,,,,,,,,,
,15449,1.72365403175354,20,,,,,,,,,
,15499,1.725561499595642,20,,,,,,,,,
,15549,1.7969918251037598,20,,,,,,,,,
,15599,2.2716379165649414,20,,,,,,,,,
,15623,,20,1.603192925453186,42.52873611450195,20.104543685913086,2.4277968406677246,19.996395111083984,,,,
,15623,,20,,,,,,50.4771842956543,30.21061897277832,1.3508682250976562,18.91569709777832
0.0009848599154281552,15624,,,,,,,,,,,
,15649,1.8239322900772095,21,,,,,,,,,
,15699,1.8060402870178223,21,,,,,,,,,
,15749,1.7029857635498047,21,,,,,,,,,
,15799,1.6411099433898926,21,,,,,,,,,
,15849,1.7790977954864502,21,,,,,,,,,
,15899,1.761005163192749,21,,,,,,,,,
,15949,1.9164763689041138,21,,,,,,,,,
,15999,1.7180730104446411,21,,,,,,,,,
,16049,1.6575403213500977,21,,,,,,,,,
,16099,1.866929054260254,21,,,,,,,,,
,16149,1.7220900058746338,21,,,,,,,,,
,16199,1.7403569221496582,21,,,,,,,,,
,16249,1.9427013397216797,21,,,,,,,,,
,16299,2.645777702331543,21,,,,,,,,,
,16349,1.6949113607406616,21,,,,,,,,,
,16367,,21,1.6108744144439697,44.66536331176758,25.918222427368164,1.2104321718215942,17.53670883178711,,,,
,16367,,21,,,,,,49.91032028198242,29.63082504272461,1.3919893503189087,18.88750457763672
0.0009819994489175788,16368,,,,,,,,,,,
,16399,1.9453320503234863,22,,,,,,,,,
,16449,1.9510207176208496,22,,,,,,,,,
,16499,1.852095603942871,22,,,,,,,,,
,16549,1.7066066265106201,22,,,,,,,,,
,16599,2.022634983062744,22,,,,,,,,,
,16649,1.9089694023132324,22,,,,,,,,,
,16699,1.9648175239562988,22,,,,,,,,,
,16749,1.8360368013381958,22,,,,,,,,,
,16799,1.769760251045227,22,,,,,,,,,
,16849,1.8919591903686523,22,,,,,,,,,
,16899,1.8907694816589355,22,,,,,,,,,
,16949,1.7306818962097168,22,,,,,,,,,
,16999,1.8732465505599976,22,,,,,,,,,
,17049,1.689542293548584,22,,,,,,,,,
,17099,1.6243650913238525,22,,,,,,,,,
,17111,,22,1.5703372955322266,43.984580993652344,27.19659423828125,0.8998516201972961,15.88813591003418,,,,
,17111,,22,,,,,,49.31761932373047,29.186525344848633,1.3654043674468994,18.765689849853516
0.0009788965329341228,17112,,,,,,,,,,,
,17149,1.5655275583267212,23,,,,,,,,,
,17199,2.134153366088867,23,,,,,,,,,
,17249,1.6112775802612305,23,,,,,,,,,
,17299,1.8940656185150146,23,,,,,,,,,
,17349,2.104191780090332,23,,,,,,,,,
,17399,1.9609549045562744,23,,,,,,,,,
,17449,1.7832086086273193,23,,,,,,,,,
,17499,1.6312479972839355,23,,,,,,,,,
,17549,1.6366333961486816,23,,,,,,,,,
,17599,1.6098215579986572,23,,,,,,,,,
,17649,1.7044882774353027,23,,,,,,,,,
,17699,1.6129980087280273,23,,,,,,,,,
,17749,1.638901948928833,23,,,,,,,,,
,17799,1.7909773588180542,23,,,,,,,,,
,17849,1.615865707397461,23,,,,,,,,,
,17855,,23,1.5380573272705078,41.555397033691406,22.374277114868164,1.6527321338653564,17.52838897705078,,,,
,17855,,23,,,,,,48.80085754394531,28.78847885131836,1.364648699760437,18.647727966308594
0.0009755527298894293,17856,,,,,,,,,,,
,17899,1.5201451778411865,24,,,,,,,,,
,17949,1.740021824836731,24,,,,,,,,,
,17999,1.8088433742523193,24,,,,,,,,,
,18049,1.5503360033035278,24,,,,,,,,,
,18099,1.6906194686889648,24,,,,,,,,,
,18149,1.7014967203140259,24,,,,,,,,,
,18199,1.8933978080749512,24,,,,,,,,,
,18249,1.889183521270752,24,,,,,,,,,
,18299,1.8696799278259277,24,,,,,,,,,
,18349,2.0320756435394287,24,,,,,,,,,
,18399,1.8631843328475952,24,,,,,,,,,
,18449,1.79912269115448,24,,,,,,,,,
,18499,1.4827555418014526,24,,,,,,,,,
,18549,2.029294013977051,24,,,,,,,,,
,18599,1.6661590337753296,24,,,,,,,,,
,18599,,24,1.5199551582336426,40.38517379760742,19.54022979736328,2.2336840629577637,18.61126136779785,,,,
,18599,,24,,,,,,47.85811996459961,27.980976104736328,1.3994357585906982,18.477710723876953
0.0009719697234890296,18600,,,,,,,,,,,
,18649,1.6900413036346436,25,,,,,,,,,
,18699,1.6248177289962769,25,,,,,,,,,
,18749,1.6929748058319092,25,,,,,,,,,
,18799,1.6616580486297607,25,,,,,,,,,
,18849,1.720217227935791,25,,,,,,,,,
,18899,1.5936450958251953,25,,,,,,,,,
,18949,1.8701740503311157,25,,,,,,,,,
,18999,1.6780989170074463,25,,,,,,,,,
,19049,1.6215918064117432,25,,,,,,,,,
,19099,1.601902961730957,25,,,,,,,,,
,19149,1.8137481212615967,25,,,,,,,,,
,19199,1.8606376647949219,25,,,,,,,,,
,19249,1.7197661399841309,25,,,,,,,,,
,19299,1.987896203994751,25,,,,,,,,,
,19343,,25,1.5183008909225464,40.55710220336914,20.10593032836914,2.0714612007141113,18.37971305847168,,,,
,19343,,25,,,,,,47.7318115234375,27.666645050048828,1.4188435077667236,18.646324157714844
0.0009681493178845487,19344,,,,,,,,,,,
,19349,1.7833271026611328,26,,,,,,,,,
,19399,1.6412055492401123,26,,,,,,,,,
,19449,1.69124174118042,26,,,,,,,,,
,19499,1.7646595239639282,26,,,,,,,,,
,19549,1.8019652366638184,26,,,,,,,,,
,19599,1.512747049331665,26,,,,,,,,,
,19649,1.6998367309570312,26,,,,,,,,,
,19699,1.7563261985778809,26,,,,,,,,,
,19749,1.5965512990951538,26,,,,,,,,,
,19799,1.7830013036727905,26,,,,,,,,,
,19849,1.6211891174316406,26,,,,,,,,,
,19899,1.8275785446166992,26,,,,,,,,,
,19949,1.6310181617736816,26,,,,,,,,,
,19999,1.6987066268920898,26,,,,,,,,,
,20049,1.8501209020614624,26,,,,,,,,,
,20087,,26,1.4783034324645996,39.33557891845703,20.610624313354492,1.6499590873718262,17.074996948242188,,,,
,20087,,26,,,,,,46.94270324707031,27.225719451904297,1.425696611404419,18.291288375854492
0.0009640934367652599,20088,,,,,,,,,,,
,20099,1.7201954126358032,27,,,,,,,,,
,20149,1.715557336807251,27,,,,,,,,,
,20199,1.7050490379333496,27,,,,,,,,,
,20249,1.684418797492981,27,,,,,,,,,
,20299,1.8658764362335205,27,,,,,,,,,
,20349,1.6410616636276245,27,,,,,,,,,
,20399,1.8589389324188232,27,,,,,,,,,
,20449,1.859062671661377,27,,,,,,,,,
,20499,1.7949116230010986,27,,,,,,,,,
,20549,1.7494785785675049,27,,,,,,,,,
,20599,1.8220733404159546,27,,,,,,,,,
,20649,1.5959980487823486,27,,,,,,,,,
,20699,1.6056139469146729,27,,,,,,,,,
,20749,1.7910845279693604,27,,,,,,,,,
,20799,1.8052750825881958,27,,,,,,,,,
,20831,,27,1.4899705648422241,40.40181350708008,21.785005569458008,1.4489136934280396,17.16789436340332,,,,
,20831,,27,,,,,,46.74417495727539,26.90292739868164,1.4382574558258057,18.40298843383789
0.0009598041223894496,20832,,,,,,,,,,,
,20849,1.7725129127502441,28,,,,,,,,,
,20899,1.6408092975616455,28,,,,,,,,,
,20949,1.739879846572876,28,,,,,,,,,
,20999,1.6536126136779785,28,,,,,,,,,
,21049,1.760404109954834,28,,,,,,,,,
,21099,1.722899079322815,28,,,,,,,,,
,21149,1.8063685894012451,28,,,,,,,,,
,21199,1.8521077632904053,28,,,,,,,,,
,21249,1.8858411312103271,28,,,,,,,,,
,21299,1.697406530380249,28,,,,,,,,,
,21349,1.9845938682556152,28,,,,,,,,,
,21399,1.8584461212158203,28,,,,,,,,,
,21449,1.7684540748596191,28,,,,,,,,,
,21499,1.8311395645141602,28,,,,,,,,,
,21549,1.762101173400879,28,,,,,,,,,
,21575,,28,1.4932235479354858,40.163333892822266,21.086200714111328,1.735923409461975,17.341209411621094,,,,
,21575,,28,,,,,,46.68546676635742,26.933773040771484,1.4507728815078735,18.300918579101562
0.0009552835345560785,21576,,,,,,,,,,,
,21599,1.620152473449707,29,,,,,,,,,
,21649,1.6194884777069092,29,,,,,,,,,
,21699,1.5017446279525757,29,,,,,,,,,
,21749,1.8364014625549316,29,,,,,,,,,
,21799,1.8534066677093506,29,,,,,,,,,
,21849,1.4259471893310547,29,,,,,,,,,
,21899,1.3835930824279785,29,,,,,,,,,
,21949,1.539656162261963,29,,,,,,,,,
,21999,1.5772221088409424,29,,,,,,,,,
,22049,1.586463212966919,29,,,,,,,,,
,22099,1.8523480892181396,29,,,,,,,,,
,22149,1.790531873703003,29,,,,,,,,,
,22199,1.6304004192352295,29,,,,,,,,,
,22249,1.6106781959533691,29,,,,,,,,,
,22299,1.843623161315918,29,,,,,,,,,
,22319,,29,1.4457405805587769,39.08323287963867,20.88099479675293,1.4405945539474487,16.761642456054688,,,,
