lr-Adam,step,train/loss,epoch,val/loss,val/CER,val/IER,val/DER,val/SER,train/CER,train/IER,train/DER,train/SER
1e-08,0,,,,,,,,,,,
,49,252.58273315429688,0,,,,,,,,,
,99,105.23135375976562,0,,,,,,,,,
,149,169.57302856445312,0,,,,,,,,,
,199,160.97622680664062,0,,,,,,,,,
,249,170.20822143554688,0,,,,,,,,,
,299,155.32086181640625,0,,,,,,,,,
,349,143.68505859375,0,,,,,,,,,
,399,118.4874038696289,0,,,,,,,,,
,449,113.6694564819336,0,,,,,,,,,
,499,180.03802490234375,0,,,,,,,,,
,549,109.30526733398438,0,,,,,,,,,
,599,134.44113159179688,0,,,,,,,,,
,649,127.21476745605469,0,,,,,,,,,
,699,109.45634460449219,0,,,,,,,,,
,743,,0,135.98663330078125,2018.3880615234375,0.018024763092398643,1945.677490234375,72.6924819946289,,,,
,743,,0,,,,,,2002.8023681640625,0.02666735276579857,1931.9776611328125,70.79796600341797
0.00011112,744,,,,,,,,,,,
,749,29.891206741333008,1,,,,,,,,,
,799,4.2698893547058105,1,,,,,,,,,
,849,3.9678847789764404,1,,,,,,,,,
,899,3.664144515991211,1,,,,,,,,,
,949,3.723479747772217,1,,,,,,,,,
,999,3.65104603767395,1,,,,,,,,,
,1049,3.7044882774353027,1,,,,,,,,,
,1099,3.56235408782959,1,,,,,,,,,
,1149,3.404933452606201,1,,,,,,,,,
,1199,3.44802188873291,1,,,,,,,,,
,1249,3.5073423385620117,1,,,,,,,,,
,1299,3.308692455291748,1,,,,,,,,,
,1349,3.465054988861084,1,,,,,,,,,
,1399,3.465721607208252,1,,,,,,,,,
,1449,3.546642780303955,1,,,,,,,,,
,1487,,1,3.435307741165161,100.0,100.0,0.0,0.0,,,,
,1487,,1,,,,,,105.12850189208984,99.54438018798828,5.240958213806152,0.34316757321357727
0.00022223000000000002,1488,,,,,,,,,,,
,1499,3.360863447189331,2,,,,,,,,,
,1549,3.3325719833374023,2,,,,,,,,,
,1599,3.355679512023926,2,,,,,,,,,
,1649,3.439453125,2,,,,,,,,,
,1699,3.335160732269287,2,,,,,,,,,
,1749,3.3372855186462402,2,,,,,,,,,
,1799,3.4270522594451904,2,,,,,,,,,
,1849,3.371107339859009,2,,,,,,,,,
,1899,3.402276039123535,2,,,,,,,,,
,1949,3.4020962715148926,2,,,,,,,,,
,1999,3.3364484310150146,2,,,,,,,,,
,2049,3.307058811187744,2,,,,,,,,,
,2099,3.3590638637542725,2,,,,,,,,,
,2149,3.344736337661743,2,,,,,,,,,
,2199,3.374624252319336,2,,,,,,,,,
,2231,,2,3.3499741554260254,100.0,100.0,0.0,0.0,,,,
,2231,,2,,,,,,100.0,100.0,0.0,0.0
0.00033334,2232,,,,,,,,,,,
,2249,3.3475780487060547,3,,,,,,,,,
,2299,3.4784398078918457,3,,,,,,,,,
,2349,3.297848701477051,3,,,,,,,,,
,2399,3.394512176513672,3,,,,,,,,,
,2449,3.3476836681365967,3,,,,,,,,,
,2499,3.271206855773926,3,,,,,,,,,
,2549,3.3306970596313477,3,,,,,,,,,
,2599,3.5238332748413086,3,,,,,,,,,
,2649,3.3665993213653564,3,,,,,,,,,
,2699,3.8808231353759766,3,,,,,,,,,
,2749,3.343637466430664,3,,,,,,,,,
,2799,3.3515639305114746,3,,,,,,,,,
,2849,3.267347574234009,3,,,,,,,,,
,2899,3.263131618499756,3,,,,,,,,,
,2949,3.3237011432647705,3,,,,,,,,,
,2975,,3,3.3147809505462646,100.0,100.0,0.0,0.0,,,,
,2975,,3,,,,,,100.0,100.0,0.0,0.0
0.00044445,2976,,,,,,,,,,,
,2999,3.3916802406311035,4,,,,,,,,,
,3049,3.243743419647217,4,,,,,,,,,
,3099,3.287367343902588,4,,,,,,,,,
,3149,3.3093132972717285,4,,,,,,,,,
,3199,3.410132884979248,4,,,,,,,,,
,3249,3.305907726287842,4,,,,,,,,,
,3299,3.1901416778564453,4,,,,,,,,,
,3349,3.2624599933624268,4,,,,,,,,,
,3399,3.1886887550354004,4,,,,,,,,,
,3449,3.267824649810791,4,,,,,,,,,
,3499,3.453117847442627,4,,,,,,,,,
,3549,3.1933085918426514,4,,,,,,,,,
,3599,3.539475917816162,4,,,,,,,,,
,3649,3.508368968963623,4,,,,,,,,,
,3699,3.8797895908355713,4,,,,,,,,,
,3719,,4,3.285916328430176,100.0,100.0,0.0,0.0,,,,
,3719,,4,,,,,,100.0,100.0,0.0,0.0
0.00055556,3720,,,,,,,,,,,
,3749,3.205846071243286,5,,,,,,,,,
,3799,3.3428497314453125,5,,,,,,,,,
,3849,3.2555952072143555,5,,,,,,,,,
,3899,3.3008062839508057,5,,,,,,,,,
,3949,3.2776803970336914,5,,,,,,,,,
,3999,3.260496139526367,5,,,,,,,,,
,4049,3.190744400024414,5,,,,,,,,,
,4099,3.3218307495117188,5,,,,,,,,,
,4149,3.243560552597046,5,,,,,,,,,
,4199,3.249176025390625,5,,,,,,,,,
,4249,3.160310983657837,5,,,,,,,,,
,4299,3.13978910446167,5,,,,,,,,,
,4349,3.1310317516326904,5,,,,,,,,,
,4399,3.1559536457061768,5,,,,,,,,,
,4449,3.1577816009521484,5,,,,,,,,,
,4463,,5,3.2301735877990723,100.0,100.0,0.0,0.0,,,,
,4463,,5,,,,,,100.0,100.0,0.0,0.0
0.00066667,4464,,,,,,,,,,,
,4499,3.7849841117858887,6,,,,,,,,,
,4549,3.319422960281372,6,,,,,,,,,
,4599,3.2081241607666016,6,,,,,,,,,
,4649,3.389883518218994,6,,,,,,,,,
,4699,3.226289749145508,6,,,,,,,,,
,4749,3.465115547180176,6,,,,,,,,,
,4799,3.296189069747925,6,,,,,,,,,
,4849,3.2049598693847656,6,,,,,,,,,
,4899,3.1304948329925537,6,,,,,,,,,
,4949,3.18444561958313,6,,,,,,,,,
,4999,3.224660873413086,6,,,,,,,,,
,5049,3.3037617206573486,6,,,,,,,,,
,5099,3.2216134071350098,6,,,,,,,,,
,5149,3.136863946914673,6,,,,,,,,,
,5199,3.182156562805176,6,,,,,,,,,
,5207,,6,3.1739962100982666,100.0,100.0,0.0,0.0,,,,
,5207,,6,,,,,,100.0,100.0,0.0,0.0
0.0007777799999999999,5208,,,,,,,,,,,
,5249,3.1218745708465576,7,,,,,,,,,
,5299,3.3192343711853027,7,,,,,,,,,
,5349,3.1034514904022217,7,,,,,,,,,
,5399,3.3019323348999023,7,,,,,,,,,
,5449,3.7057065963745117,7,,,,,,,,,
,5499,3.408491849899292,7,,,,,,,,,
,5549,3.164745807647705,7,,,,,,,,,
,5599,3.112414836883545,7,,,,,,,,,
,5649,3.20235013961792,7,,,,,,,,,
,5699,3.464478015899658,7,,,,,,,,,
,5749,3.1570582389831543,7,,,,,,,,,
,5799,3.0603866577148438,7,,,,,,,,,
,5849,3.0830984115600586,7,,,,,,,,,
,5899,3.1146440505981445,7,,,,,,,,,
,5949,3.0671439170837402,7,,,,,,,,,
,5951,,7,3.0320370197296143,99.99861145019531,99.99861145019531,0.0,0.0,,,,
,5951,,7,,,,,,100.0,100.0,0.0,0.0
0.0008888899999999999,5952,,,,,,,,,,,
,5999,3.1050353050231934,8,,,,,,,,,
,6049,3.152827739715576,8,,,,,,,,,
,6099,3.148928642272949,8,,,,,,,,,
,6149,2.99320125579834,8,,,,,,,,,
,6199,2.9974374771118164,8,,,,,,,,,
,6249,2.983736991882324,8,,,,,,,,,
,6299,3.295872688293457,8,,,,,,,,,
,6349,3.104102611541748,8,,,,,,,,,
,6399,2.9890737533569336,8,,,,,,,,,
,6449,2.9803218841552734,8,,,,,,,,,
,6499,3.227971076965332,8,,,,,,,,,
,6549,2.8916122913360596,8,,,,,,,,,
,6599,3.125892162322998,8,,,,,,,,,
,6649,2.9320268630981445,8,,,,,,,,,
,6695,,8,2.9190449714660645,99.82391357421875,99.81558990478516,0.0,0.008319121785461903,,,,
,6695,,8,,,,,,99.99483489990234,99.9938735961914,0.0,0.0009678949136286974
0.001,6696,,,,,,,,,,,
,6699,2.9524946212768555,9,,,,,,,,,
,6749,2.9474058151245117,9,,,,,,,,,
,6799,3.0206291675567627,9,,,,,,,,,
,6849,2.865422487258911,9,,,,,,,,,
,6899,2.752037763595581,9,,,,,,,,,
,6949,3.1154446601867676,9,,,,,,,,,
,6999,2.9516639709472656,9,,,,,,,,,
,7049,2.7720608711242676,9,,,,,,,,,
,7099,2.806964159011841,9,,,,,,,,,
,7149,2.8306448459625244,9,,,,,,,,,
,7199,2.8871350288391113,9,,,,,,,,,
,7249,2.774599552154541,9,,,,,,,,,
,7299,2.606412887573242,9,,,,,,,,,
,7349,2.603367805480957,9,,,,,,,,,
,7399,2.7578892707824707,9,,,,,,,,,
,7439,,9,2.5779600143432617,94.1849365234375,93.724609375,0.005546080879867077,0.45477864146232605,,,,
,7439,,9,,,,,,99.19976806640625,99.1730728149414,0.0006432709051296115,0.02605247125029564
0.001,7440,,,,,,,,,,,
,7449,2.8144350051879883,10,,,,,,,,,
,7499,2.728090524673462,10,,,,,,,,,
,7549,2.6610727310180664,10,,,,,,,,,
,7599,2.733151435852051,10,,,,,,,,,
,7649,2.539923667907715,10,,,,,,,,,
,7699,3.1524014472961426,10,,,,,,,,,
,7749,2.631194591522217,10,,,,,,,,,
,7799,2.3953728675842285,10,,,,,,,,,
,7849,2.5547657012939453,10,,,,,,,,,
,7899,2.532653331756592,10,,,,,,,,,
,7949,2.4995973110198975,10,,,,,,,,,
,7999,2.7200543880462646,10,,,,,,,,,
,8049,2.6115877628326416,10,,,,,,,,,
,8099,2.581873655319214,10,,,,,,,,,
,8149,2.420149326324463,10,,,,,,,,,
,8183,,10,2.2205169200897217,64.60768127441406,48.296661376953125,0.7279231548309326,15.583101272583008,,,,
,8183,,10,,,,,,81.5804214477539,73.88813781738281,0.1590443253517151,7.533238887786865
0.000999874243353782,8184,,,,,,,,,,,
,8199,2.735645055770874,11,,,,,,,,,
,8249,2.5224738121032715,11,,,,,,,,,
,8299,2.3999483585357666,11,,,,,,,,,
,8349,2.4396114349365234,11,,,,,,,,,
,8399,2.2829270362854004,11,,,,,,,,,
,8449,2.5185844898223877,11,,,,,,,,,
,8499,2.5456089973449707,11,,,,,,,,,
,8549,2.310175895690918,11,,,,,,,,,
,8599,2.342451333999634,11,,,,,,,,,
,8649,2.567959785461426,11,,,,,,,,,
,8699,2.1979966163635254,11,,,,,,,,,
,8749,2.110201835632324,11,,,,,,,,,
,8799,2.1902759075164795,11,,,,,,,,,
,8849,2.2861008644104004,11,,,,,,,,,
,8899,2.3002216815948486,11,,,,,,,,,
,8927,,11,2.0370912551879883,59.76456832885742,44.99535369873047,0.44368648529052734,14.32552719116211,,,,
,8927,,11,,,,,,69.71988677978516,55.252601623535156,0.4357129633426666,14.031571388244629
0.0009994970367373866,8928,,,,,,,,,,,
,8949,2.2519853115081787,12,,,,,,,,,
,8999,2.482618570327759,12,,,,,,,,,
,9049,2.270695686340332,12,,,,,,,,,
,9099,2.2844934463500977,12,,,,,,,,,
,9149,2.1430230140686035,12,,,,,,,,,
,9199,2.3046176433563232,12,,,,,,,,,
,9249,2.2225687503814697,12,,,,,,,,,
,9299,2.185065746307373,12,,,,,,,,,
,9349,2.1690969467163086,12,,,,,,,,,
,9399,2.1930127143859863,12,,,,,,,,,
,9449,2.344344139099121,12,,,,,,,,,
,9499,1.8856236934661865,12,,,,,,,,,
,9549,2.5172176361083984,12,,,,,,,,,
,9599,2.225228786468506,12,,,,,,,,,
,9649,2.261044979095459,12,,,,,,,,,
,9671,,12,1.9428484439849854,52.951210021972656,33.08098602294922,1.1106027364730835,18.759618759155273,,,,
,9671,,12,,,,,,64.09349060058594,47.090030670166016,0.6548965573310852,16.34856414794922
0.0009988685700857047,9672,,,,,,,,,,,
,9699,2.2147912979125977,13,,,,,,,,,
,9749,2.2979626655578613,13,,,,,,,,,
,9799,2.2401700019836426,13,,,,,,,,,
,9849,2.1714859008789062,13,,,,,,,,,
,9899,2.230971336364746,13,,,,,,,,,
,9949,2.3481507301330566,13,,,,,,,,,
,9999,2.267364501953125,13,,,,,,,,,
,10049,2.179694175720215,13,,,,,,,,,
,10099,2.0178234577178955,13,,,,,,,,,
,10149,2.339341163635254,13,,,,,,,,,
,10199,2.0624618530273438,13,,,,,,,,,
,10249,1.9981379508972168,13,,,,,,,,,
,10299,2.1237130165100098,13,,,,,,,,,
,10349,2.079892873764038,13,,,,,,,,,
,10399,2.000412940979004,13,,,,,,,,,
,10415,,13,1.8703138828277588,55.45387649536133,40.844112396240234,0.45893821120262146,14.150825500488281,,,,
,10415,,13,,,,,,60.7423095703125,42.22840881347656,0.8026964664459229,17.71120262145996
0.0009979891598506218,10416,,,,,,,,,,,
,10449,2.009006977081299,14,,,,,,,,,
,10499,2.307878017425537,14,,,,,,,,,
,10549,1.9064412117004395,14,,,,,,,,,
,10599,2.2039239406585693,14,,,,,,,,,
,10649,2.2409651279449463,14,,,,,,,,,
,10699,2.1634745597839355,14,,,,,,,,,
,10749,2.0226364135742188,14,,,,,,,,,
,10799,2.2325024604797363,14,,,,,,,,,
,10849,1.9850153923034668,14,,,,,,,,,
,10899,1.8419047594070435,14,,,,,,,,,
,10949,2.0908098220825195,14,,,,,,,,,
