val/loss,val/CER,val/IER,val/DER,val/SER,epoch,step,test/loss,test/CER,test/IER,test/DER,test/SER
0.994616687297821,23.193710327148438,13.151144981384277,1.3795876502990723,8.662978172302246,0,0,,,,,
,,,,,0,0,0.650583803653717,15.249651908874512,3.402769088745117,1.856683373451233,9.990199089050293
