lr-Adam,step,train/loss,epoch,val/loss,val/CER,val/IER,val/DER,val/SER,train/CER,train/IER,train/DER,train/SER,test/loss,test/CER,test/IER,test/DER,test/SER
,5049,3.0845389366149902,6,,,,,,,,,,,,,,
,5099,3.136990785598755,6,,,,,,,,,,,,,,
,5149,3.1051478385925293,6,,,,,,,,,,,,,,
,5199,3.0378403663635254,6,,,,,,,,,,,,,,
,5207,,6,3.0054659843444824,99.99723052978516,99.99584197998047,0.0,0.0013865202199667692,,,,,,,,,
,5207,,6,,,,,,99.99774169921875,99.99742126464844,0.0,0.0003223020175937563,,,,,
0.0007777799999999999,5208,,,,,,,,,,,,,,,,
,5249,3.173553705215454,7,,,,,,,,,,,,,,
,5299,3.199105978012085,7,,,,,,,,,,,,,,
,5349,3.110994338989258,7,,,,,,,,,,,,,,
,5399,3.036860227584839,7,,,,,,,,,,,,,,
,5449,3.0634312629699707,7,,,,,,,,,,,,,,
,5499,2.9968414306640625,7,,,,,,,,,,,,,,
,5549,2.906795024871826,7,,,,,,,,,,,,,,
,5599,2.948608160018921,7,,,,,,,,,,,,,,
,5649,3.214057683944702,7,,,,,,,,,,,,,,
,5699,2.9565601348876953,7,,,,,,,,,,,,,,
,5749,3.025545120239258,7,,,,,,,,,,,,,,
,5799,3.011962413787842,7,,,,,,,,,,,,,,
,5849,2.9407217502593994,7,,,,,,,,,,,,,,
,5899,2.9713335037231445,7,,,,,,,,,,,,,,
,5949,2.8799691200256348,7,,,,,,,,,,,,,,
,5951,,7,2.841797113418579,99.74765014648438,99.73101806640625,0.0,0.016638243570923805,,,,,,,,,
,5951,,7,,,,,,99.91789245605469,99.91210174560547,0.0,0.005795645527541637,,,,,
0.0008888899999999999,5952,,,,,,,,,,,,,,,,
,5999,3.0784425735473633,8,,,,,,,,,,,,,,
,6049,2.828458786010742,8,,,,,,,,,,,,,,
,6099,3.0284268856048584,8,,,,,,,,,,,,,,
,6149,3.0890467166900635,8,,,,,,,,,,,,,,
,6199,2.9863743782043457,8,,,,,,,,,,,,,,
,6249,2.9529945850372314,8,,,,,,,,,,,,,,
,6299,2.9302902221679688,8,,,,,,,,,,,,,,
,6349,2.811889171600342,8,,,,,,,,,,,,,,
,6399,2.9187817573547363,8,,,,,,,,,,,,,,
,6449,2.778993606567383,8,,,,,,,,,,,,,,
,6499,2.980231285095215,8,,,,,,,,,,,,,,
,6549,2.7866148948669434,8,,,,,,,,,,,,,,
,6599,2.8072147369384766,8,,,,,,,,,,,,,,
,6649,2.8886404037475586,8,,,,,,,,,,,,,,
,6695,,8,2.6246402263641357,98.67726135253906,98.54692840576172,0.0013865202199667692,0.12894637882709503,,,,,,,,,
,6695,,8,,,,,,99.3389663696289,99.27837371826172,0.0006445936160162091,0.05994720757007599,,,,,
0.001,6696,,,,,,,,,,,,,,,,
,6699,2.687547206878662,9,,,,,,,,,,,,,,
,6749,2.935762882232666,9,,,,,,,,,,,,,,
,6799,2.670802354812622,9,,,,,,,,,,,,,,
,6849,2.74371600151062,9,,,,,,,,,,,,,,
,6899,2.944139242172241,9,,,,,,,,,,,,,,
,6949,2.697352409362793,9,,,,,,,,,,,,,,
,6999,2.8201377391815186,9,,,,,,,,,,,,,,
,7049,2.810781955718994,9,,,,,,,,,,,,,,
,7099,2.542166233062744,9,,,,,,,,,,,,,,
,7149,2.444993019104004,9,,,,,,,,,,,,,,
,7199,2.7033233642578125,9,,,,,,,,,,,,,,
,7249,3.013094902038574,9,,,,,,,,,,,,,,
,7299,2.567986011505127,9,,,,,,,,,,,,,,
,7349,2.756892204284668,9,,,,,,,,,,,,,,
,7399,2.5375447273254395,9,,,,,,,,,,,,,,
,7439,,9,2.4012064933776855,92.27985382080078,91.11518096923828,0.04852820932865143,1.116148829460144,,,,,,,,,
,7439,,9,,,,,,97.04576873779297,96.6883316040039,0.005796391982585192,0.3516477942466736,,,,,
0.001,7440,,,,,,,,,,,,,,,,
,7449,2.425549030303955,10,,,,,,,,,,,,,,
,7499,2.7251977920532227,10,,,,,,,,,,,,,,
,7549,2.6667542457580566,10,,,,,,,,,,,,,,
,7599,2.393734931945801,10,,,,,,,,,,,,,,
,7649,2.598792314529419,10,,,,,,,,,,,,,,
,7699,2.5499837398529053,10,,,,,,,,,,,,,,
,7749,2.576510190963745,10,,,,,,,,,,,,,,
,7799,2.3004167079925537,10,,,,,,,,,,,,,,
,7849,2.495793104171753,10,,,,,,,,,,,,,,
,7899,2.660372734069824,10,,,,,,,,,,,,,,
,7949,2.6792359352111816,10,,,,,,,,,,,,,,
,7999,2.640385627746582,10,,,,,,,,,,,,,,
,8049,2.4368083477020264,10,,,,,,,,,,,,,,
,8099,2.385791540145874,10,,,,,,,,,,,,,,
,8149,2.4246973991394043,10,,,,,,,,,,,,,,
,8183,,10,2.164220094680786,76.1241226196289,67.4167709350586,0.7071253061294556,8.000222206115723,,,,,,,,,
,8183,,10,,,,,,87.1734390258789,82.42943572998047,0.2530732750892639,4.4909234046936035,,,,,
0.000999874243353782,8184,,,,,,,,,,,,,,,,
,8199,2.448761463165283,11,,,,,,,,,,,,,,
,8249,2.612687110900879,11,,,,,,,,,,,,,,
,8299,2.4256198406219482,11,,,,,,,,,,,,,,
,8349,2.3941965103149414,11,,,,,,,,,,,,,,
,8399,2.5356850624084473,11,,,,,,,,,,,,,,
,8449,2.310434341430664,11,,,,,,,,,,,,,,
,8499,2.2290313243865967,11,,,,,,,,,,,,,,
,8549,2.442307710647583,11,,,,,,,,,,,,,,
,8599,2.319125175476074,11,,,,,,,,,,,,,,
,8649,2.6023287773132324,11,,,,,,,,,,,,,,
,8699,2.0401134490966797,11,,,,,,,,,,,,,,
,8749,2.2814605236053467,11,,,,,,,,,,,,,,
,8799,1.9577136039733887,11,,,,,,,,,,,,,,
,8849,2.0670907497406006,11,,,,,,,,,,,,,,
,8899,2.1532421112060547,11,,,,,,,,,,,,,,
,8927,,11,1.940613865852356,62.93831253051758,44.12739181518555,2.5719950199127197,16.23892593383789,,,,,,,,,
,8927,,11,,,,,,75.95077514648438,63.765785217285156,0.97061687707901,11.214367866516113,,,,,
0.0009994970367373866,8928,,,,,,,,,,,,,,,,
,8949,2.2949094772338867,12,,,,,,,,,,,,,,
,8999,2.0804717540740967,12,,,,,,,,,,,,,,
,9049,2.4769058227539062,12,,,,,,,,,,,,,,
,9099,2.2777161598205566,12,,,,,,,,,,,,,,
,9149,2.2484025955200195,12,,,,,,,,,,,,,,
,9199,1.9042909145355225,12,,,,,,,,,,,,,,
,9249,2.651951551437378,12,,,,,,,,,,,,,,
,9299,2.4194531440734863,12,,,,,,,,,,,,,,
,9349,2.185987710952759,12,,,,,,,,,,,,,,
,9399,2.006551742553711,12,,,,,,,,,,,,,,
,9449,1.9890546798706055,12,,,,,,,,,,,,,,
,9499,2.155606269836426,12,,,,,,,,,,,,,,
,9549,2.3264660835266113,12,,,,,,,,,,,,,,
,9599,2.265662670135498,12,,,,,,,,,,,,,,
,9649,2.597296953201294,12,,,,,,,,,,,,,,
,9671,,12,1.8679380416870117,61.999637603759766,44.676456451416016,2.2752797603607178,15.047904014587402,,,,,,,,,
,9671,,12,,,,,,70.33206176757812,54.45709991455078,1.4147790670394897,14.460186004638672,,,,,
0.0009988685700857047,9672,,,,,,,,,,,,,,,,
,9699,1.9996838569641113,13,,,,,,,,,,,,,,
,9749,2.1861772537231445,13,,,,,,,,,,,,,,
,9799,2.475437879562378,13,,,,,,,,,,,,,,
,9849,2.2784910202026367,13,,,,,,,,,,,,,,
,9899,1.7071654796600342,13,,,,,,,,,,,,,,
,9949,1.9354265928268433,13,,,,,,,,,,,,,,
,9999,2.1272449493408203,13,,,,,,,,,,,,,,
,10049,1.9708856344223022,13,,,,,,,,,,,,,,
,10099,2.490509033203125,13,,,,,,,,,,,,,,
,10149,2.0150835514068604,13,,,,,,,,,,,,,,
,10199,1.8305079936981201,13,,,,,,,,,,,,,,
,10249,2.2331576347351074,13,,,,,,,,,,,,,,
,10299,1.9377106428146362,13,,,,,,,,,,,,,,
,10349,2.0218982696533203,13,,,,,,,,,,,,,,
,10399,1.9297540187835693,13,,,,,,,,,,,,,,
,10415,,13,1.7527796030044556,58.09103775024414,38.13901138305664,2.6343884468078613,17.317638397216797,,,,,,,,,
,10415,,13,,,,,,66.45060729980469,48.03322982788086,1.7165764570236206,16.70079803466797,,,,,
0.0009979891598506218,10416,,,,,,,,,,,,,,,,
,10449,1.9593613147735596,14,,,,,,,,,,,,,,
,10499,1.9761402606964111,14,,,,,,,,,,,,,,
,10549,1.94771146774292,14,,,,,,,,,,,,,,
,10599,2.132030487060547,14,,,,,,,,,,,,,,
,10649,1.9409897327423096,14,,,,,,,,,,,,,,
,10699,2.0257997512817383,14,,,,,,,,,,,,,,
,10749,2.0271711349487305,14,,,,,,,,,,,,,,
,10799,2.071702480316162,14,,,,,,,,,,,,,,
,10849,2.080610513687134,14,,,,,,,,,,,,,,
,10899,1.9824373722076416,14,,,,,,,,,,,,,,
,10949,2.0003561973571777,14,,,,,,,,,,,,,,
,10999,1.8297443389892578,14,,,,,,,,,,,,,,
,11049,1.9793014526367188,14,,,,,,,,,,,,,,
,11099,1.8949363231658936,14,,,,,,,,,,,,,,
,11149,1.9979331493377686,14,,,,,,,,,,,,,,
,11159,,14,1.6605727672576904,52.3314323425293,27.07596778869629,3.8087711334228516,21.44669532775879,,,,,,,,,
,11159,,14,,,,,,62.83328628540039,42.152652740478516,2.093249797821045,18.587387084960938,,,,,
0.0009968592488416746,11160,,,,,,,,,,,,,,,,
,11199,2.0470545291900635,15,,,,,,,,,,,,,,
,11249,2.0209505558013916,15,,,,,,,,,,,,,,
,11299,1.5830953121185303,15,,,,,,,,,,,,,,
,11349,1.8294668197631836,15,,,,,,,,,,,,,,
,11399,1.8714818954467773,15,,,,,,,,,,,,,,
,11449,2.0124704837799072,15,,,,,,,,,,,,,,
,11499,2.0914957523345947,15,,,,,,,,,,,,,,
,11549,2.1345417499542236,15,,,,,,,,,,,,,,
,11599,1.9835474491119385,15,,,,,,,,,,,,,,
,11649,2.1655123233795166,15,,,,,,,,,,,,,,
,11699,1.7741217613220215,15,,,,,,,,,,,,,,
,11749,1.6773333549499512,15,,,,,,,,,,,,,,
,11799,2.2347629070281982,15,,,,,,,,,,,,,,
,11849,1.9140408039093018,15,,,,,,,,,,,,,,
,11899,1.7939982414245605,15,,,,,,,,,,,,,,
,11903,,15,1.6524708271026611,50.28631591796875,23.346227645874023,4.962356090545654,21.977731704711914,,,,,,,,,
,11903,,15,,,,,,60.66727828979492,38.954769134521484,2.2961275577545166,19.4163818359375,,,,,
0.0009954794060030834,11904,,,,,,,,,,,,,,,,
,11949,1.8575955629348755,16,,,,,,,,,,,,,,
,11999,1.9058001041412354,16,,,,,,,,,,,,,,
,12049,1.8366522789001465,16,,,,,,,,,,,,,,
,12099,1.6954843997955322,16,,,,,,,,,,,,,,
,12149,1.8653311729431152,16,,,,,,,,,,,,,,
,12199,1.8953417539596558,16,,,,,,,,,,,,,,
,12249,1.9267011880874634,16,,,,,,,,,,,,,,
,12299,1.9784743785858154,16,,,,,,,,,,,,,,
,12349,1.790328860282898,16,,,,,,,,,,,,,,
,12399,1.8569796085357666,16,,,,,,,,,,,,,,
,12449,2.057352066040039,16,,,,,,,,,,,,,,
,12499,1.757704496383667,16,,,,,,,,,,,,,,
,12549,2.1798601150512695,16,,,,,,,,,,,,,,
,12599,1.9765326976776123,16,,,,,,,,,,,,,,
,12647,,16,1.5823129415512085,50.000694274902344,26.06103515625,3.93217134475708,20.00748634338379,,,,,,,,,
,12647,,16,,,,,,58.54936218261719,35.55427932739258,2.6226820945739746,20.37240219116211,,,,,
0.0009938503261272714,12648,,,,,,,,,,,,,,,,
,12649,2.0472497940063477,17,,,,,,,,,,,,,,
,12699,1.8507779836654663,17,,,,,,,,,,,,,,
,12749,1.7192869186401367,17,,,,,,,,,,,,,,
,12799,1.8429244756698608,17,,,,,,,,,,,,,,
,12849,1.8132331371307373,17,,,,,,,,,,,,,,
,12899,1.6621620655059814,17,,,,,,,,,,,,,,
,12949,1.7622301578521729,17,,,,,,,,,,,,,,
,12999,1.9532175064086914,17,,,,,,,,,,,,,,
,13049,1.8790512084960938,17,,,,,,,,,,,,,,
,13099,2.097111225128174,17,,,,,,,,,,,,,,
,13149,1.906202793121338,17,,,,,,,,,,,,,,
,13199,2.0287222862243652,17,,,,,,,,,,,,,,
,13249,1.8550686836242676,17,,,,,,,,,,,,,,
,13299,1.7497127056121826,17,,,,,,,,,,,,,,
,13349,1.7307846546173096,17,,,,,,,,,,,,,,
,13391,,17,1.5568190813064575,48.45333480834961,22.444990158081055,4.6420698165893555,21.36627769470215,,,,,,,,,
,13391,,17,,,,,,57.3249397277832,33.99810028076172,2.7452621459960938,20.58157730102539,,,,,
0.0009919728295050155,13392,,,,,,,,,,,,,,,,
,13399,1.7396941184997559,18,,,,,,,,,,,,,,
,13449,1.5299022197723389,18,,,,,,,,,,,,,,
,13499,1.7751860618591309,18,,,,,,,,,,,,,,
,13549,1.6080124378204346,18,,,,,,,,,,,,,,
,13599,1.5438342094421387,18,,,,,,,,,,,,,,
,13649,1.7971038818359375,18,,,,,,,,,,,,,,
,13699,1.78578519821167,18,,,,,,,,,,,,,,
,13749,1.6888079643249512,18,,,,,,,,,,,,,,
,13799,1.657341718673706,18,,,,,,,,,,,,,,
,13849,1.7241461277008057,18,,,,,,,,,,,,,,
,13899,1.644885778427124,18,,,,,,,,,,,,,,
,13949,2.038078784942627,18,,,,,,,,,,,,,,
,13999,1.798072099685669,18,,,,,,,,,,,,,,
,14049,1.8394041061401367,18,,,,,,,,,,,,,,
,14099,1.8352636098861694,18,,,,,,,,,,,,,,
,14135,,18,1.5355899333953857,47.39403533935547,20.39432716369629,4.920760154724121,22.078948974609375,,,,,,,,,
,14135,,18,,,,,,55.60166549682617,31.52310562133789,2.937798500061035,21.140762329101562,,,,,
0.0009898478615124062,14136,,,,,,,,,,,,,,,,
,14149,1.7047524452209473,19,,,,,,,,,,,,,,
,14199,1.781234860420227,19,,,,,,,,,,,,,,
,14249,1.894223928451538,19,,,,,,,,,,,,,,
,14299,2.059474229812622,19,,,,,,,,,,,,,,
,14349,1.527506947517395,19,,,,,,,,,,,,,,
,14399,1.9249268770217896,19,,,,,,,,,,,,,,
,14449,1.8031909465789795,19,,,,,,,,,,,,,,
,14499,1.9278185367584229,19,,,,,,,,,,,,,,
,14549,1.7464931011199951,19,,,,,,,,,,,,,,
,14599,1.7563307285308838,19,,,,,,,,,,,,,,
,14649,1.934370756149292,19,,,,,,,,,,,,,,
,14699,1.7037720680236816,19,,,,,,,,,,,,,,
,14749,1.6857056617736816,19,,,,,,,,,,,,,,
,14799,1.6324946880340576,19,,,,,,,,,,,,,,
,14849,1.7071075439453125,19,,,,,,,,,,,,,,
,14879,,19,1.481423258781433,47.747596740722656,23.038419723510742,4.113805770874023,20.59537124633789,,,,,,,,,
,14879,,19,,,,,,54.87832260131836,30.60538101196289,3.110105037689209,21.162837982177734,,,,,
0.000987476492134821,14880,,,,,,,,,,,,,,,,
,14899,1.4759728908538818,20,,,,,,,,,,,,,,
,14949,1.512784481048584,20,,,,,,,,,,,,,,
,14999,1.6376181840896606,20,,,,,,,,,,,,,,
,15049,1.871713638305664,20,,,,,,,,,,,,,,
,15099,1.8839709758758545,20,,,,,,,,,,,,,,
,15149,1.607478141784668,20,,,,,,,,,,,,,,
,15199,1.8623019456863403,20,,,,,,,,,,,,,,
,15249,1.9171154499053955,20,,,,,,,,,,,,,,
,15299,1.7609577178955078,20,,,,,,,,,,,,,,
,15349,1.7919988632202148,20,,,,,,,,,,,,,,
,15399,1.6479899883270264,20,,,,,,,,,,,,,,
,15449,1.5072356462478638,20,,,,,,,,,,,,,,
,15499,1.8150954246520996,20,,,,,,,,,,,,,,
,15549,1.57598078250885,20,,,,,,,,,,,,,,
,15599,1.4974088668823242,20,,,,,,,,,,,,,,
,15623,,20,1.4515464305877686,45.69000244140625,20.10593032836914,4.922146797180176,20.661924362182617,,,,,,,,,
,15623,,20,,,,,,53.698387145996094,29.05193519592285,3.270967721939087,21.375484466552734,,,,,
0.0009848599154281552,15624,,,,,,,,,,,,,,,,
,15649,1.6076208353042603,21,,,,,,,,,,,,,,
,15699,1.7134995460510254,21,,,,,,,,,,,,,,
,15749,1.5932512283325195,21,,,,,,,,,,,,,,
,15799,1.9771685600280762,21,,,,,,,,,,,,,,
,15849,1.7718523740768433,21,,,,,,,,,,,,,,
,15899,1.8394862413406372,21,,,,,,,,,,,,,,
,15949,1.408177137374878,21,,,,,,,,,,,,,,
,15999,1.5594797134399414,21,,,,,,,,,,,,,,
,16049,1.611655831336975,21,,,,,,,,,,,,,,
,16099,1.8795433044433594,21,,,,,,,,,,,,,,
,16149,1.6582180261611938,21,,,,,,,,,,,,,,
,16199,1.7402324676513672,21,,,,,,,,,,,,,,
,16249,1.665266513824463,21,,,,,,,,,,,,,,
,16299,2.1905179023742676,21,,,,,,,,,,,,,,
,16349,1.5913276672363281,21,,,,,,,,,,,,,,
,16367,,21,1.4688199758529663,46.96144104003906,22.221759796142578,4.253844261169434,20.485836029052734,,,,,,,,,
,16367,,21,,,,,,52.818546295166016,27.760833740234375,3.4404823780059814,21.617229461669922,,,,,
0.0009819994489175788,16368,,,,,,,,,,,,,,,,
,16399,1.5840253829956055,22,,,,,,,,,,,,,,
,16449,1.5775837898254395,22,,,,,,,,,,,,,,
,16499,1.4397544860839844,22,,,,,,,,,,,,,,
,16549,1.6345231533050537,22,,,,,,,,,,,,,,
,16599,1.7741409540176392,22,,,,,,,,,,,,,,
,16649,1.662926435470581,22,,,,,,,,,,,,,,
,16699,1.4029600620269775,22,,,,,,,,,,,,,,
,16749,1.6001451015472412,22,,,,,,,,,,,,,,
,16799,1.55950927734375,22,,,,,,,,,,,,,,
,16849,1.612046718597412,22,,,,,,,,,,,,,,
,16899,1.8430590629577637,22,,,,,,,,,,,,,,
,16949,1.6277010440826416,22,,,,,,,,,,,,,,
,16999,2.0562617778778076,22,,,,,,,,,,,,,,
,17049,1.501610279083252,22,,,,,,,,,,,,,,
,17099,1.6961642503738403,22,,,,,,,,,,,,,,
,17111,,22,1.4140868186950684,44.64179229736328,19.486156463623047,4.549172878265381,20.606464385986328,,,,,,,,,
,17111,,22,,,,,,51.89140319824219,26.606098175048828,3.56717586517334,21.718128204345703,,,,,
0.0009788965329341228,17112,,,,,,,,,,,,,,,,
,17149,1.6490716934204102,23,,,,,,,,,,,,,,
,17199,1.8230782747268677,23,,,,,,,,,,,,,,
,17249,1.5514014959335327,23,,,,,,,,,,,,,,
,17299,1.6869680881500244,23,,,,,,,,,,,,,,
,17349,1.6464639902114868,23,,,,,,,,,,,,,,
,17399,1.5972765684127808,23,,,,,,,,,,,,,,
,17449,1.6446502208709717,23,,,,,,,,,,,,,,
,17499,1.5196740627288818,23,,,,,,,,,,,,,,
,17549,1.6600756645202637,23,,,,,,,,,,,,,,
,17599,1.6503349542617798,23,,,,,,,,,,,,,,
,17649,1.7738759517669678,23,,,,,,,,,,,,,,
,17699,1.6232612133026123,23,,,,,,,,,,,,,,
,17749,1.717742919921875,23,,,,,,,,,,,,,,
,17799,1.6826512813568115,23,,,,,,,,,,,,,,
,17849,1.6110033988952637,23,,,,,,,,,,,,,,
,17855,,23,1.41360604763031,43.28993606567383,15.687089920043945,6.016111373901367,21.586732864379883,,,,,,,,,
,17855,,23,,,,,,51.064693450927734,25.78706169128418,3.616511583328247,21.66111946105957,,,,,
0.0009755527298894293,17856,,,,,,,,,,,,,,,,
,17899,1.3236488103866577,24,,,,,,,,,,,,,,
,17949,1.369044542312622,24,,,,,,,,,,,,,,
,17999,1.5222625732421875,24,,,,,,,,,,,,,,
,18049,1.5891824960708618,24,,,,,,,,,,,,,,
,18099,1.809983253479004,24,,,,,,,,,,,,,,
,18149,1.8852159976959229,24,,,,,,,,,,,,,,
,18199,1.5077974796295166,24,,,,,,,,,,,,,,
,18249,1.6628503799438477,24,,,,,,,,,,,,,,
,18299,1.5372188091278076,24,,,,,,,,,,,,,,
,18349,1.5907373428344727,24,,,,,,,,,,,,,,
,18399,1.4844398498535156,24,,,,,,,,,,,,,,
,18449,1.5218069553375244,24,,,,,,,,,,,,,,
,18499,1.6219624280929565,24,,,,,,,,,,,,,,
,18549,1.9702847003936768,24,,,,,,,,,,,,,,
,18599,1.653217077255249,24,,,,,,,,,,,,,,
,18599,,24,1.4166916608810425,45.38357925415039,21.20128059387207,4.219181060791016,19.963119506835938,,,,,,,,,
